Amount, BHeap Insert, BHeap Pop, PQueue Insert, PQueue Pop
9.162e+06, 2.64867, 2.59e-06, 1.85991, 7.7e-07
9.163e+06, 2.64924, 2.35e-06, 1.86004, 7.1e-07
9.164e+06, 2.64997, 3.01e-06, 1.86017, 6.8e-07
9.165e+06, 2.65047, 2.81e-06, 1.86029, 7.2e-07
9.166e+06, 2.65111, 2.95e-06, 1.86042, 7.6e-07
9.167e+06, 2.652, 3.63e-06, 1.86055, 7.1e-07
9.168e+06, 2.65252, 3.38e-06, 1.86068, 7.2e-07
9.169e+06, 2.65309, 7.32e-06, 1.86082, 8.2e-07
9.17e+06, 2.65366, 2.44e-06, 1.86095, 7.6e-07
9.171e+06, 2.65415, 2.41e-06, 1.86108, 7.7e-07
9.172e+06, 2.65466, 2.57e-06, 1.8612, 7.7e-07
9.173e+06, 2.65515, 1.019e-05, 1.86132, 7.2e-07
9.174e+06, 2.65569, 7.69e-06, 1.86145, 7e-07
9.175e+06, 2.65627, 2.69e-06, 1.86158, 7.6e-07
9.176e+06, 2.65676, 2.42e-06, 1.86172, 8e-07
9.177e+06, 2.65888, 3.99e-06, 1.86186, 7.5e-07
9.178e+06, 2.66019, 8.52e-06, 1.862, 8.2e-07
9.179e+06, 2.66115, 3.55e-06, 1.86213, 7.1e-07
9.18e+06, 2.66175, 3.96e-06, 1.86227, 7.6e-07
9.181e+06, 2.66239, 2.78e-06, 1.8624, 7.4e-07
9.182e+06, 2.66296, 2.67e-06, 1.86254, 8.5e-07
9.183e+06, 2.66349, 2.54e-06, 1.86267, 7.7e-07
9.184e+06, 2.66412, 2.43e-06, 1.8628, 7e-07
9.185e+06, 2.66515, 6.32e-06, 1.86293, 7.3e-07
9.186e+06, 2.66593, 2.99e-06, 1.86306, 7.7e-07
9.187e+06, 2.66644, 2.9e-06, 1.86317, 7.2e-07
9.188e+06, 2.66693, 2.83e-06, 1.8633, 7.2e-07
9.189e+06, 2.66755, 2.94e-06, 1.86343, 7.2e-07
9.19e+06, 2.66807, 3.92e-06, 1.86356, 7.2e-07
9.191e+06, 2.66898, 6.97e-06, 1.8637, 7.3e-07
9.192e+06, 2.66983, 4.19e-06, 1.86383, 7.6e-07
9.193e+06, 2.67061, 3.72e-06, 1.86396, 6.9e-07
9.194e+06, 2.67114, 2.62e-06, 1.86409, 7.6e-07
9.195e+06, 2.67165, 7.11e-06, 1.86422, 6.7e-07
9.196e+06, 2.67216, 3.95e-06, 1.86435, 7.1e-07
9.197e+06, 2.67267, 2.31e-06, 1.86448, 7.1e-07
9.198e+06, 2.67325, 4.92e-06, 1.86462, 8.1e-07
9.199e+06, 2.67598, 5.11e-06, 1.86476, 7.3e-07
9.2e+06, 2.67717, 4.7e-06, 1.86488, 8.9e-07
9.201e+06, 2.67801, 2.67e-06, 1.86501, 7.5e-07
9.202e+06, 2.67857, 3.18e-06, 1.86513, 8.3e-07
9.203e+06, 2.67921, 1.21e-05, 1.86526, 8e-07
9.204e+06, 2.67979, 2.76e-06, 1.86539, 7.7e-07
9.205e+06, 2.68031, 1.203e-05, 1.86552, 7.6e-07
9.206e+06, 2.68093, 5.06e-06, 1.86566, 7.5e-07
9.207e+06, 2.68155, 2.9e-06, 1.86579, 7.4e-07
9.208e+06, 2.68221, 6.93e-06, 1.86592, 8e-07
9.209e+06, 2.68304, 1.551e-05, 1.86605, 7.5e-07
9.21e+06, 2.68386, 2.82e-06, 1.86618, 7.1e-07
9.211e+06, 2.68439, 2.59e-06, 1.86631, 8e-07
9.212e+06, 2.6849, 4.5e-06, 1.86646, 8e-07
9.213e+06, 2.68551, 2.62e-06, 1.86659, 6.8e-07
9.214e+06, 2.68611, 4.84e-06, 1.86672, 8.1e-07
9.215e+06, 2.68661, 6.79e-06, 1.86685, 7.2e-07
9.216e+06, 2.68713, 2.18e-06, 1.86704, 8.6e-07
9.217e+06, 2.68763, 2.14e-06, 1.86716, 7.5e-07
9.218e+06, 2.6888, 3.55e-06, 1.8673, 7.4e-07
9.219e+06, 2.69189, 2.933e-05, 1.86745, 8.3e-07
9.22e+06, 2.69327, 6.91e-06, 1.86758, 7.6e-07
9.221e+06, 2.6941, 1.889e-05, 1.86771, 7.8e-07
9.222e+06, 2.69524, 7.69e-06, 1.86784, 7.5e-07
9.223e+06, 2.69625, 3.445e-05, 1.86797, 7e-07
9.224e+06, 2.69704, 2.136e-05, 1.8681, 7.1e-07
9.225e+06, 2.69797, 4.32e-06, 1.86823, 1.04e-06
9.226e+06, 2.69871, 2.479e-05, 1.86851, 1.56e-06
9.227e+06, 2.69965, 4.28e-06, 1.86867, 1.06e-06
9.228e+06, 2.70041, 3.86e-06, 1.86886, 1.29e-06
9.229e+06, 2.70131, 3.68e-06, 1.86918, 9.8e-07
9.23e+06, 2.70223, 4.53e-06, 1.8694, 8.8e-07
9.231e+06, 2.70311, 4.26e-06, 1.86954, 9e-07
9.232e+06, 2.70394, 5.64e-06, 1.86965, 8.6e-07
9.233e+06, 2.706, 3.91e-06, 1.86998, 1.36e-06
9.234e+06, 2.70747, 5.47e-06, 1.87022, 9.9e-07
9.235e+06, 2.70838, 5.19e-06, 1.87043, 9.1e-07
9.236e+06, 2.7092, 4.72e-06, 1.87056, 9.4e-07
9.237e+06, 2.71, 4.2e-06, 1.8707, 8.5e-07
9.238e+06, 2.71082, 6.64e-06, 1.87083, 8.2e-07
9.239e+06, 2.71169, 5.12e-06, 1.87096, 8.6e-07
9.24e+06, 2.71254, 5.55e-06, 1.87109, 8.2e-07
9.241e+06, 2.71341, 3.24e-06, 1.87126, 7.9e-07
9.242e+06, 2.71424, 6.15e-06, 1.8714, 8.2e-07
9.243e+06, 2.71513, 8.89e-06, 1.87153, 7.5e-07
9.244e+06, 2.71626, 4.02e-06, 1.87166, 8.5e-07
9.245e+06, 2.71712, 3.44e-06, 1.87179, 7.8e-07
9.246e+06, 2.71797, 6.5e-06, 1.87192, 7.5e-07
9.247e+06, 2.71874, 3.79e-06, 1.87203, 7.3e-07
9.248e+06, 2.71955, 4.31e-06, 1.8722, 8.4e-07
9.249e+06, 2.72059, 2.309e-05, 1.87234, 7.3e-07
9.25e+06, 2.72232, 1.812e-05, 1.87247, 7.4e-07
9.251e+06, 2.72327, 3.49e-06, 1.87261, 6.9e-07
9.252e+06, 2.72408, 1.7e-05, 1.87274, 8.1e-07
9.253e+06, 2.72463, 2.42e-06, 1.87287, 7.5e-07
9.254e+06, 2.72531, 2.99e-06, 1.873, 7.3e-07
9.255e+06, 2.726, 4.22e-06, 1.87315, 7.4e-07
9.256e+06, 2.72682, 1.264e-05, 1.87329, 8e-07
9.257e+06, 2.72761, 2.46e-06, 1.87342, 7.2e-07
9.258e+06, 2.72858, 4.87e-06, 1.87355, 7e-07
9.259e+06, 2.72957, 8.93e-06, 1.87368, 7.5e-07
9.26e+06, 2.73037, 7.03e-06, 1.87381, 8.1e-07
9.261e+06, 2.73114, 3.38e-06, 1.87394, 7.4e-07
9.262e+06, 2.73185, 3.75e-06, 1.87408, 7.5e-07
9.263e+06, 2.73273, 3.25e-06, 1.87424, 7.1e-07
9.264e+06, 2.73326, 2.49e-06, 1.87437, 7.9e-07
9.265e+06, 2.73381, 4.66e-06, 1.8745, 8.1e-07
9.266e+06, 2.73471, 4.34e-06, 1.87462, 7.9e-07
9.267e+06, 2.73597, 4.37e-06, 1.87475, 7.5e-07
9.268e+06, 2.73741, 4.8e-06, 1.87488, 7.7e-07
9.269e+06, 2.7385, 5.08e-06, 1.87504, 8.2e-07
9.27e+06, 2.73974, 2.97e-06, 1.87517, 7.8e-07
9.271e+06, 2.74026, 3.81e-06, 1.8753, 7.4e-07
9.272e+06, 2.74087, 4.13e-06, 1.87543, 6.8e-07
9.273e+06, 2.74142, 3.43e-06, 1.87555, 7.4e-07
9.274e+06, 2.74198, 4.35e-06, 1.87568, 7.4e-07
9.275e+06, 2.74265, 2.73e-06, 1.87581, 7e-07
9.276e+06, 2.74317, 2.58e-06, 1.87599, 7.4e-07
9.277e+06, 2.7438, 1.267e-05, 1.8761, 7.7e-07
9.278e+06, 2.74466, 4.74e-06, 1.87626, 8.9e-07
9.279e+06, 2.74523, 2.68e-06, 1.87639, 7.5e-07
9.28e+06, 2.74571, 2.46e-06, 1.87652, 7.2e-07
9.281e+06, 2.74627, 5.62e-06, 1.87665, 7.7e-07
9.282e+06, 2.74678, 6.04e-06, 1.87678, 7.8e-07
9.283e+06, 2.74742, 5.63e-06, 1.87693, 9.1e-07
9.284e+06, 2.74813, 3.27e-06, 1.87707, 1.06e-06
9.285e+06, 2.74865, 3.92e-06, 1.87721, 7.9e-07
9.286e+06, 2.74922, 4.46e-06, 1.87733, 7.8e-07
9.287e+06, 2.74972, 5.75e-06, 1.87746, 5.34e-06
9.288e+06, 2.7505, 5.04e-06, 1.87763, 7.6e-07
9.289e+06, 2.7511, 3.44e-06, 1.87776, 7.7e-07
9.29e+06, 2.75257, 4.91e-06, 1.87789, 7.1e-07
9.291e+06, 2.75372, 5.13e-06, 1.87802, 7.4e-07
9.292e+06, 2.75467, 4.16e-06, 1.87813, 7.1e-07
9.293e+06, 2.7554, 6.84e-06, 1.87827, 7.5e-07
9.294e+06, 2.7562, 3.9e-06, 1.87844, 7.7e-07
9.295e+06, 2.75704, 4.02e-06, 1.87857, 7.8e-07
9.296e+06, 2.75782, 3.54e-06, 1.8787, 7e-07
9.297e+06, 2.75869, 3.99e-06, 1.87883, 7.4e-07
9.298e+06, 2.75944, 3.5e-06, 1.87896, 7.8e-07
9.299e+06, 2.76025, 3.44e-06, 1.87909, 7.6e-07
9.3e+06, 2.76105, 4.45e-06, 1.87922, 7.8e-07
9.301e+06, 2.76185, 4.47e-06, 1.87939, 7.3e-07
9.302e+06, 2.76264, 3.37e-06, 1.87955, 9e-07
9.303e+06, 2.76351, 3.51e-06, 1.87968, 7.2e-07
9.304e+06, 2.76407, 2.71e-06, 1.87981, 7.1e-07
9.305e+06, 2.76459, 2.42e-06, 1.87994, 6.7e-07
9.306e+06, 2.76507, 2.68e-06, 1.88007, 7.2e-07
9.307e+06, 2.7656, 3.79e-06, 1.88018, 7.4e-07
9.308e+06, 2.76611, 7.56e-06, 1.88034, 7.4e-07
9.309e+06, 2.76674, 2.44e-06, 1.88047, 7.5e-07
9.31e+06, 2.76953, 4.44e-06, 1.88061, 8.4e-07
9.311e+06, 2.77029, 2.88e-06, 1.88074, 8e-07
9.312e+06, 2.77081, 3.87e-06, 1.88087, 8.9e-07
9.313e+06, 2.77137, 3.36e-06, 1.881, 7.6e-07
9.314e+06, 2.77189, 2.77e-06, 1.88114, 1.23e-06
9.315e+06, 2.77248, 2.82e-06, 1.88131, 9e-07
9.316e+06, 2.77302, 3.65e-06, 1.8815, 7.7e-07
9.317e+06, 2.774, 7.99e-06, 1.88164, 7.3e-07
9.318e+06, 2.77613, 6.16e-06, 1.88178, 7.9e-07
9.319e+06, 2.77736, 5.13e-06, 1.88191, 7.5e-07
9.32e+06, 2.77809, 5.3e-06, 1.88204, 7.9e-07
9.321e+06, 2.77891, 5.4e-06, 1.88217, 7.9e-07
9.322e+06, 2.77962, 3.02e-06, 1.88231, 7.1e-07
9.323e+06, 2.78028, 4.21e-06, 1.88243, 8e-07
9.324e+06, 2.78087, 6.76e-06, 1.88256, 7.4e-07
9.325e+06, 2.78147, 2.44e-06, 1.88269, 7.4e-07
9.326e+06, 2.78222, 4.18e-06, 1.88282, 9.2e-07
9.327e+06, 2.78276, 4.09e-06, 1.88295, 9.4e-07
9.328e+06, 2.78409, 2.81e-06, 1.88308, 7.3e-07
9.329e+06, 2.78476, 3.63e-06, 1.88337, 8.2e-07
9.33e+06, 2.78534, 6.78e-06, 1.88358, 1.69e-06
9.331e+06, 2.78613, 6.24e-06, 1.88379, 9.9e-07
9.332e+06, 2.78697, 4.95e-06, 1.88403, 1.02e-06
9.333e+06, 2.78755, 3.49e-06, 1.88429, 1.03e-06
9.334e+06, 2.78847, 3.1e-06, 1.88448, 8.4e-07
9.335e+06, 2.78912, 4.88e-06, 1.88469, 1.16e-06
9.336e+06, 2.78968, 2.44e-06, 1.88499, 1.19e-06
9.337e+06, 2.79018, 2.33e-06, 1.88518, 1.21e-06
9.338e+06, 2.7907, 2.83e-06, 1.88548, 8.2e-07
9.339e+06, 2.79121, 3.89e-06, 1.88564, 1.76e-06
9.34e+06, 2.79172, 5.55e-06, 1.88584, 7.7e-07
9.341e+06, 2.79225, 4.26e-06, 1.88597, 9.1e-07
9.342e+06, 2.79274, 2.14e-06, 1.88618, 9.3e-07
9.343e+06, 2.79331, 3.4e-06, 1.88631, 8.5e-07
9.344e+06, 2.79382, 3.44e-06, 1.88645, 7.6e-07
9.345e+06, 2.79437, 2.63e-06, 1.88658, 7.4e-07
9.346e+06, 2.7949, 2.97e-06, 1.88671, 7.7e-07
9.347e+06, 2.79541, 2.75e-06, 1.88684, 8.3e-07
9.348e+06, 2.79611, 4.53e-06, 1.88702, 7.6e-07
9.349e+06, 2.79662, 4.15e-06, 1.88715, 7.7e-07
9.35e+06, 2.79715, 2.05e-06, 1.88728, 8.2e-07
9.351e+06, 2.79768, 3.36e-06, 1.88741, 8e-07
9.352e+06, 2.79817, 2.34e-06, 1.88753, 7.4e-07
9.353e+06, 2.79926, 4.23e-06, 1.88767, 7e-07
9.354e+06, 2.80035, 7.18e-06, 1.88779, 7.5e-07
9.355e+06, 2.80113, 3.42e-06, 1.88795, 8e-07
9.356e+06, 2.80212, 3.97e-06, 1.88809, 7.3e-07
9.357e+06, 2.80291, 3.46e-06, 1.88823, 7.6e-07
9.358e+06, 2.80413, 1.155e-05, 1.88837, 7.8e-07
9.359e+06, 2.80509, 9.31e-06, 1.8885, 7.3e-07
9.36e+06, 2.80567, 3.92e-06, 1.88864, 7.6e-07
9.361e+06, 2.80626, 1.478e-05, 1.88877, 8.4e-07
9.362e+06, 2.80678, 3.1e-06, 1.88895, 7.6e-07
9.363e+06, 2.80733, 2.24e-06, 1.88911, 6.9e-07
9.364e+06, 2.80802, 2.74e-06, 1.88924, 7.4e-07
9.365e+06, 2.80909, 3.69e-06, 1.88937, 7.3e-07
9.366e+06, 2.8096, 2.29e-06, 1.88949, 8e-07
9.367e+06, 2.81015, 3.46e-06, 1.88961, 7.2e-07
9.368e+06, 2.81067, 2.43e-06, 1.88974, 7.7e-07
9.369e+06, 2.81121, 2.3e-06, 1.88989, 7.7e-07
9.37e+06, 2.81171, 2.39e-06, 1.89003, 8.4e-07
9.371e+06, 2.81222, 1.95e-06, 1.89016, 7.6e-07
9.372e+06, 2.81273, 2.37e-06, 1.8903, 1.02e-06
9.373e+06, 2.81327, 2.87e-06, 1.89043, 1.05e-06
9.374e+06, 2.81383, 3.06e-06, 1.89057, 1.01e-06
9.375e+06, 2.8154, 1.002e-05, 1.8907, 7.1e-07
9.376e+06, 2.81652, 7.5e-06, 1.89087, 8e-07
9.377e+06, 2.81732, 3.3e-06, 1.89101, 9.7e-07
9.378e+06, 2.81833, 9e-06, 1.89114, 7.3e-07
9.379e+06, 2.81892, 2.89e-06, 1.89127, 7.5e-07
9.38e+06, 2.81958, 3.55e-06, 1.8914, 7.7e-07
9.381e+06, 2.82012, 3.71e-06, 1.89154, 7.9e-07
9.382e+06, 2.82076, 3.13e-06, 1.89168, 1.05e-06
9.383e+06, 2.82126, 2.4e-06, 1.89186, 1.05e-06
9.384e+06, 2.82184, 2.78e-06, 1.89205, 1.22e-06
9.385e+06, 2.82257, 3.4e-06, 1.8922, 7.7e-07
9.386e+06, 2.8234, 2.67e-06, 1.89234, 7.9e-07
9.387e+06, 2.82393, 2.91e-06, 1.89247, 7.7e-07
9.388e+06, 2.82469, 3.63e-06, 1.89265, 7.4e-07
9.389e+06, 2.82542, 2.34e-06, 1.89282, 7.2e-07
9.39e+06, 2.8259, 2.26e-06, 1.89296, 7.1e-07
9.391e+06, 2.82653, 3.46e-06, 1.89309, 7.2e-07
9.392e+06, 2.82702, 2.95e-06, 1.89323, 8.4e-07
9.393e+06, 2.82749, 2.71e-06, 1.89336, 7.8e-07
9.394e+06, 2.82794, 2.35e-06, 1.8935, 7.6e-07
9.395e+06, 2.82838, 4.04e-06, 1.89365, 7.1e-07
9.396e+06, 2.8289, 4.16e-06, 1.89378, 7e-07
9.397e+06, 2.82943, 4.45e-06, 1.89391, 7.5e-07
9.398e+06, 2.83057, 6.8e-06, 1.89404, 7.2e-07
9.399e+06, 2.83147, 4.09e-06, 1.89417, 7.4e-07
9.4e+06, 2.83222, 3.33e-06, 1.8943, 7.7e-07
9.401e+06, 2.83312, 4.37e-06, 1.89443, 8.2e-07
9.402e+06, 2.83394, 5.21e-06, 1.89458, 7.4e-07
9.403e+06, 2.83462, 4.64e-06, 1.89473, 7.7e-07
9.404e+06, 2.83516, 2.37e-06, 1.89488, 7.1e-07
9.405e+06, 2.83567, 2.68e-06, 1.89501, 7.1e-07
9.406e+06, 2.83617, 2.28e-06, 1.89514, 7.2e-07
9.407e+06, 2.83683, 7.16e-06, 1.89527, 7.3e-07
9.408e+06, 2.83734, 9.39e-06, 1.89539, 7.4e-07
9.409e+06, 2.83839, 3.73e-06, 1.89555, 7.9e-07
9.41e+06, 2.83896, 3.18e-06, 1.89568, 7.3e-07
9.411e+06, 2.83969, 2.68e-06, 1.89581, 7.3e-07
9.412e+06, 2.84021, 2.74e-06, 1.89594, 7.1e-07
9.413e+06, 2.84077, 3.29e-06, 1.89605, 8e-07
9.414e+06, 2.84131, 3.1e-06, 1.89618, 7.6e-07
9.415e+06, 2.84182, 3.74e-06, 1.89631, 7.7e-07
9.416e+06, 2.84239, 4.11e-06, 1.89647, 7.8e-07
9.417e+06, 2.84304, 2.87e-06, 1.89664, 7.7e-07
9.418e+06, 2.84357, 7.03e-06, 1.89677, 8.4e-07
9.419e+06, 2.84407, 6.65e-06, 1.8969, 7.9e-07
9.42e+06, 2.84503, 5.19e-06, 1.89702, 7.8e-07
9.421e+06, 2.84567, 4.02e-06, 1.89715, 7.2e-07
9.422e+06, 2.84646, 3.22e-06, 1.89728, 7.2e-07
9.423e+06, 2.84722, 4.63e-06, 1.89741, 7.2e-07
9.424e+06, 2.8479, 1.639e-05, 1.8977, 1.28e-06
9.425e+06, 2.84843, 3.19e-06, 1.89785, 7.8e-07
9.426e+06, 2.84911, 3.18e-06, 1.89798, 8.8e-07
9.427e+06, 2.84981, 4.13e-06, 1.89811, 1.09e-06
9.428e+06, 2.85041, 5.2e-06, 1.89822, 7.3e-07
9.429e+06, 2.85099, 3.09e-06, 1.89835, 6.8e-07
9.43e+06, 2.85177, 4.59e-06, 1.89851, 7.8e-07
9.431e+06, 2.8526, 5.51e-06, 1.89865, 8.6e-07
9.432e+06, 2.85311, 3.03e-06, 1.89879, 8.9e-07
9.433e+06, 2.85381, 5.36e-06, 1.89893, 9.5e-07
9.434e+06, 2.85434, 2.62e-06, 1.89909, 8.4e-07
9.435e+06, 2.85484, 2.58e-06, 1.89923, 9.1e-07
9.436e+06, 2.85533, 6.18e-06, 1.89936, 7.8e-07
9.437e+06, 2.8559, 4.09e-06, 1.89952, 8.1e-07
9.438e+06, 2.85683, 4.97e-06, 1.89965, 7.8e-07
9.439e+06, 2.8579, 3.33e-06, 1.89978, 7.8e-07
9.44e+06, 2.85888, 6.09e-06, 1.89992, 7.6e-07
9.441e+06, 2.8596, 4.6e-06, 1.90005, 7.3e-07
9.442e+06, 2.86026, 4.78e-06, 1.90019, 7.8e-07
9.443e+06, 2.86109, 5.33e-06, 1.9003, 8e-07
9.444e+06, 2.86306, 9.38e-06, 1.90051, 1.35e-06
9.445e+06, 2.86391, 3.94e-06, 1.90071, 8.4e-07
9.446e+06, 2.86472, 3.36e-06, 1.90085, 7.7e-07
9.447e+06, 2.86565, 6.65e-06, 1.90098, 1.24e-06
9.448e+06, 2.86653, 6.59e-06, 1.90111, 9.6e-07
9.449e+06, 2.86731, 3.1e-06, 1.90127, 9.95e-06
9.45e+06, 2.8681, 6.89e-06, 1.90149, 1.19e-06
9.451e+06, 2.86894, 3.79e-06, 1.90167, 8.2e-07
9.452e+06, 2.86956, 6.41e-06, 1.9018, 7.7e-07
9.453e+06, 2.8701, 3.07e-06, 1.90194, 7.9e-07
9.454e+06, 2.87067, 3.02e-06, 1.90207, 7e-07
9.455e+06, 2.87117, 1.547e-05, 1.90245, 9.7e-07
9.456e+06, 2.87193, 6.97e-06, 1.9026, 7.7e-07
9.457e+06, 2.87255, 2.33e-06, 1.90273, 7.5e-07
9.458e+06, 2.87355, 3.14e-06, 1.90285, 7.3e-07
9.459e+06, 2.87434, 4.75e-06, 1.90298, 7.8e-07
9.46e+06, 2.87483, 9.41e-06, 1.90317, 7.6e-07
9.461e+06, 2.87546, 1.377e-05, 1.90331, 7.6e-07
9.462e+06, 2.87663, 8.15e-06, 1.90344, 6.8e-07
9.463e+06, 2.8788, 7.75e-06, 1.90357, 8.2e-07
9.464e+06, 2.87962, 3e-06, 1.9037, 7.5e-07
9.465e+06, 2.88062, 3.17e-06, 1.90388, 7.8e-07
9.466e+06, 2.88123, 2.35e-06, 1.90401, 7.7e-07
9.467e+06, 2.88179, 4.9e-06, 1.90417, 8.2e-07
9.468e+06, 2.88229, 2.55e-06, 1.90432, 7.4e-07
9.469e+06, 2.88282, 1.128e-05, 1.90446, 6.9e-07
9.47e+06, 2.8833, 9.48e-06, 1.9046, 7.7e-07
9.471e+06, 2.88383, 2.32e-06, 1.90473, 8e-07
9.472e+06, 2.88435, 9.09e-06, 1.90487, 7.4e-07
9.473e+06, 2.88521, 4.52e-06, 1.90498, 3.05e-06
9.474e+06, 2.88582, 2.31e-06, 1.90513, 7.8e-07
9.475e+06, 2.88634, 2.41e-06, 1.90527, 7.8e-07
9.476e+06, 2.88685, 2.58e-06, 1.9054, 7.8e-07
9.477e+06, 2.88736, 3.41e-06, 1.90554, 7.5e-07
9.478e+06, 2.88785, 2.3e-06, 1.90568, 7.4e-07
9.479e+06, 2.88837, 4e-06, 1.90581, 7.3e-07
9.48e+06, 2.88886, 6.62e-06, 1.90598, 8.6e-07
9.481e+06, 2.88947, 2.54e-06, 1.90615, 7.7e-07
9.482e+06, 2.89, 5.17e-06, 1.90629, 7.6e-07
9.483e+06, 2.89051, 4.03e-06, 1.90642, 7.5e-07
9.484e+06, 2.89113, 3.06e-06, 1.90655, 7.7e-07
9.485e+06, 2.89188, 3.94e-06, 1.90669, 6.9e-07
9.486e+06, 2.89298, 6.78e-06, 1.90681, 7.1e-07
9.487e+06, 2.89431, 3.25e-06, 1.90694, 6.8e-07
9.488e+06, 2.8951, 4.91e-06, 1.90713, 7.3e-07
9.489e+06, 2.89609, 3.03e-06, 1.90729, 6.8e-07
9.49e+06, 2.89666, 2.67e-06, 1.90742, 7.5e-07
9.491e+06, 2.89718, 2.8e-06, 1.90755, 7.6e-07
9.492e+06, 2.89796, 4.41e-06, 1.90767, 7.6e-07
9.493e+06, 2.89856, 3.1e-06, 1.9078, 7.5e-07
9.494e+06, 2.89928, 7.9e-06, 1.90793, 8e-07
9.495e+06, 2.89983, 2.38e-06, 1.90808, 8e-07
9.496e+06, 2.90029, 4.11e-06, 1.90821, 8.1e-07
9.497e+06, 2.90085, 6.76e-06, 1.90834, 7.3e-07
9.498e+06, 2.90135, 2.58e-06, 1.90847, 7.9e-07
9.499e+06, 2.90191, 1.196e-05, 1.9086, 7.5e-07
9.5e+06, 2.90247, 2.79e-06, 1.90872, 7.8e-07
9.501e+06, 2.90294, 2.24e-06, 1.90885, 7.3e-07
9.502e+06, 2.9034, 2.15e-06, 1.90901, 8.2e-07
9.503e+06, 2.90383, 4.9e-06, 1.90912, 7.4e-07
9.504e+06, 2.9043, 2.56e-06, 1.90925, 7.5e-07
9.505e+06, 2.90475, 2.06e-06, 1.90938, 7.3e-07
9.506e+06, 2.90523, 4.96e-06, 1.90951, 8e-07
9.507e+06, 2.90574, 1.88e-06, 1.90964, 1.05e-06
9.508e+06, 2.90633, 3e-06, 1.90977, 9e-07
9.509e+06, 2.90723, 6.59e-06, 1.90991, 7.6e-07
9.51e+06, 2.90816, 1.068e-05, 1.91004, 8.1e-07
9.511e+06, 2.90882, 2.39e-06, 1.91017, 1.17e-06
9.512e+06, 2.90931, 8.26e-06, 1.9103, 7.5e-07
9.513e+06, 2.9099, 3.06e-06, 1.91045, 9.5e-07
9.514e+06, 2.91038, 2.19e-06, 1.91058, 7.9e-07
9.515e+06, 2.91086, 2.08e-06, 1.91071, 1.1e-06
9.516e+06, 2.91144, 3.21e-06, 1.91086, 1.21e-06
9.517e+06, 2.91222, 4.08e-06, 1.91102, 7.6e-07
9.518e+06, 2.91282, 3.35e-06, 1.91113, 7e-07
9.519e+06, 2.9136, 3.67e-06, 1.91126, 7.5e-07
9.52e+06, 2.91434, 4.25e-06, 1.91139, 7e-07
9.521e+06, 2.91503, 5.01e-06, 1.91151, 7.7e-07
9.522e+06, 2.91558, 4.53e-06, 1.91164, 9.1e-07
9.523e+06, 2.91603, 4.12e-06, 1.91184, 9.9e-07
9.524e+06, 2.91651, 1.001e-05, 1.91204, 1.05e-06
9.525e+06, 2.91698, 2.32e-06, 1.9123, 8.3e-07
9.526e+06, 2.91764, 7.37e-06, 1.91245, 8e-07
9.527e+06, 2.91817, 2.48e-06, 1.91258, 7.2e-07
9.528e+06, 2.91873, 5.09e-06, 1.91274, 7.4e-07
9.529e+06, 2.91919, 2.55e-06, 1.91288, 7.7e-07
9.53e+06, 2.91966, 3.03e-06, 1.91302, 9.1e-07
9.531e+06, 2.92053, 4.31e-06, 1.91316, 9.2e-07
9.532e+06, 2.92117, 2.09e-06, 1.91332, 9.1e-07
9.533e+06, 2.92176, 5.17e-06, 1.91344, 1.02e-06
9.534e+06, 2.92232, 2.03e-06, 1.91358, 1.02e-06
9.535e+06, 2.92279, 2.78e-06, 1.91374, 9e-07
9.536e+06, 2.92326, 1.98e-06, 1.91389, 8.4e-07
9.537e+06, 2.92437, 1.18e-05, 1.91402, 7.8e-07
9.538e+06, 2.92504, 5.32e-06, 1.91416, 8.9e-07
9.539e+06, 2.9255, 3.04e-06, 1.9143, 1e-06
9.54e+06, 2.92622, 4.15e-06, 1.91443, 8e-07
9.541e+06, 2.9267, 4.94e-06, 1.91459, 9.6e-07
9.542e+06, 2.92746, 3.24e-06, 1.91473, 8.2e-07
9.543e+06, 2.92796, 2.15e-06, 1.9149, 9.9e-07
9.544e+06, 2.92838, 2.3e-06, 1.91504, 7.6e-07
9.545e+06, 2.9289, 1.94e-06, 1.91517, 7.7e-07
9.546e+06, 2.92934, 2.06e-06, 1.91531, 7.8e-07
9.547e+06, 2.92978, 2.52e-06, 1.91552, 7.1e-07
9.548e+06, 2.93022, 2.15e-06, 1.91564, 7e-07
9.549e+06, 2.93077, 4.97e-06, 1.91578, 7e-07
9.55e+06, 2.93122, 3.27e-06, 1.91592, 7.6e-07
9.551e+06, 2.93169, 2.91e-06, 1.91605, 7.3e-07
9.552e+06, 2.93216, 2.18e-06, 1.91618, 1.06e-06
9.553e+06, 2.93303, 2.55e-06, 1.9166, 9.6e-07
9.554e+06, 2.93373, 3.44e-06, 1.91675, 1.09e-06
9.555e+06, 2.93459, 4.32e-06, 1.91696, 1.22e-06
9.556e+06, 2.93521, 2.45e-06, 1.91714, 9.2e-07
9.557e+06, 2.93596, 2.87e-06, 1.91728, 1.01e-06
9.558e+06, 2.93647, 2.72e-06, 1.91744, 9.9e-07
9.559e+06, 2.93701, 2.6e-06, 1.91758, 7.8e-07
9.56e+06, 2.93753, 3.81e-06, 1.91772, 7.1e-07
9.561e+06, 2.93797, 2.61e-06, 1.91785, 7.3e-07
9.562e+06, 2.93846, 2.21e-06, 1.91798, 7.7e-07
